Code,Disease,symptoms
481,Wernicke Korsakoff syndrome,[{symptoms:Depressive or psychotic symptoms}{symptoms:74}{symptoms:Abusing alcohol}{symptoms:49}{symptoms:Delusions or hallucinations}{symptoms:49}{symptoms:Leg pain}{symptoms:32}{symptoms:Fainting}{symptoms:32}{symptoms:Hostile behavior}{symptoms:32}{symptoms:Paresthesia}{symptoms:32}{symptoms:Arm pain}{symptoms:32}{symptoms:Anxiety and nervousness}{symptoms:32}{symptoms:Vomiting blood}{symptoms:32}{symptoms:Headache}{symptoms:32}{symptoms:Disturbance of memory}{symptoms:32} Wernicke Korsakoff syndrome
482,Intestinal disease,[{symptoms:Sharp abdominal pain}{symptoms:77}{symptoms:Vomiting}{symptoms:47}{symptoms:Diarrhea}{symptoms:45}{symptoms:Regurgitation}{symptoms:34}{symptoms:Rectal bleeding}{symptoms:34}{symptoms:Burning abdominal pain}{symptoms:31}{symptoms:Constipation}{symptoms:31}{symptoms:Nausea}{symptoms:28}{symptoms:Upper abdominal pain}{symptoms:28}{symptoms:Sharp chest pain}{symptoms:25}{symptoms:Fainting}{symptoms:22}{symptoms:Weakness}{symptoms:22} Intestinal disease
483,Acute bronchitis,[{symptoms:Cough}{symptoms:92}{symptoms:Nasal congestion}{symptoms:66}{symptoms:Fever}{symptoms:63}{symptoms:Sore throat}{symptoms:55}{symptoms:Shortness of breath}{symptoms:52}{symptoms:Coryza}{symptoms:49}{symptoms:Sharp chest pain}{symptoms:46}{symptoms:Coughing up sputum}{symptoms:37}{symptoms:Congestion in chest}{symptoms:33}{symptoms:Headache}{symptoms:32}{symptoms:Difficulty breathing}{symptoms:30}{symptoms:Wheezing}{symptoms:27} Acute bronchitis
484,Persistent vomiting of unknown cause,[{symptoms:Vomiting}{symptoms:96}{symptoms:Nausea}{symptoms:83}{symptoms:Sharp abdominal pain}{symptoms:72}{symptoms:Diarrhea}{symptoms:52}{symptoms:Fever}{symptoms:28}{symptoms:Problems during pregnancy}{symptoms:24}{symptoms:Headache}{symptoms:24}{symptoms:Dizziness}{symptoms:24}{symptoms:Cramps and spasms}{symptoms:13}{symptoms:Abnormal involuntary movements}{symptoms:13}{symptoms:Vomiting blood}{symptoms:13}{symptoms:Decreased appetite}{symptoms:13} Persistent vomiting of unknown cause
485,Open wound of the foot,[{symptoms:Foot or toe pain}{symptoms:44}{symptoms:Skin lesion}{symptoms:23}{symptoms:Foot or toe swelling}{symptoms:10}{symptoms:Skin on leg or foot looks infected}{symptoms:6}{symptoms:Irregular appearing nails}{symptoms:4}{symptoms:Foot or toe lump or mass}{symptoms:1}{symptoms:Skin pain}{symptoms:1} Open wound of the foot
486,Myocarditis,[{symptoms:Palpitations}{symptoms:67}{symptoms:Ache all over}{symptoms:56}{symptoms:Cough}{symptoms:56}{symptoms:Chest tightness}{symptoms:56}{symptoms:Fever}{symptoms:56}{symptoms:Sharp chest pain}{symptoms:56}{symptoms:Weakness}{symptoms:38}{symptoms:Diarrhea}{symptoms:38}{symptoms:Headache}{symptoms:38}{symptoms:Difficulty breathing}{symptoms:38}{symptoms:Dizziness}{symptoms:38}{symptoms:Coughing up sputum}{symptoms:38} Myocarditis
487,Preeclampsia,[{symptoms:Headache}{symptoms:39}{symptoms:Pain during pregnancy}{symptoms:34}{symptoms:Problems during pregnancy}{symptoms:31}{symptoms:Sharp abdominal pain}{symptoms:29}{symptoms:Uterine contractions}{symptoms:27}{symptoms:Lower abdominal pain}{symptoms:15}{symptoms:Recent pregnancy}{symptoms:13}{symptoms:Spots or clouds in vision}{symptoms:7}{symptoms:Cramps and spasms}{symptoms:4}{symptoms:Vaginal redness}{symptoms:4} Preeclampsia
488,Ischemic heart disease,[{symptoms:Sharp chest pain}{symptoms:57}{symptoms:Shortness of breath}{symptoms:48}{symptoms:Difficulty breathing}{symptoms:32}{symptoms:Palpitations}{symptoms:31}{symptoms:Dizziness}{symptoms:28}{symptoms:Fatigue}{symptoms:27}{symptoms:Chest tightness}{symptoms:26}{symptoms:Peripheral edema}{symptoms:13}{symptoms:Lymphedema}{symptoms:8}{symptoms:Increased heart rate}{symptoms:5}{symptoms:Muscle pain}{symptoms:5}{symptoms:Throat feels tight}{symptoms:3} Ischemic heart disease
489,Neurofibromatosis,[{symptoms:Headache}{symptoms:43}{symptoms:Abnormal appearing skin}{symptoms:27}{symptoms:Abnormal involuntary movements}{symptoms:15}{symptoms:Diminished hearing}{symptoms:15}{symptoms:Leg swelling}{symptoms:15}{symptoms:Incontinence of stool}{symptoms:8}{symptoms:Leg weakness}{symptoms:8}{symptoms:Neck mass}{symptoms:8}{symptoms:Mass on vulva}{symptoms:8}{symptoms:Warts}{symptoms:8}{symptoms:Groin mass}{symptoms:8}{symptoms:Foot or toe lump or mass}{symptoms:8} Neurofibromatosis
490,Chickenpox,[{symptoms:Skin rash}{symptoms:93}{symptoms:Fever}{symptoms:62}{symptoms:Abnormal appearing skin}{symptoms:45}{symptoms:Itching of skin}{symptoms:40}{symptoms:Ache all over}{symptoms:28}{symptoms:Cough}{symptoms:28}{symptoms:Skin lesion}{symptoms:28}{symptoms:Skin swelling}{symptoms:28}{symptoms:Pain in testicles}{symptoms:12}{symptoms:Problems during pregnancy}{symptoms:12}{symptoms:Irritable infant}{symptoms:12}{symptoms:Eye redness}{symptoms:12} Chickenpox
491,Pancreatic cancer,[{symptoms:Sharp abdominal pain}{symptoms:49}{symptoms:Nausea}{symptoms:33}{symptoms:Ache all over}{symptoms:27}{symptoms:Fatigue}{symptoms:27}{symptoms:Diarrhea}{symptoms:25}{symptoms:Jaundice}{symptoms:16}{symptoms:Constipation}{symptoms:13}{symptoms:Stomach bloating}{symptoms:13}{symptoms:Arm swelling}{symptoms:4}{symptoms:Elbow swelling}{symptoms:4}{symptoms:Irregular appearing scalp}{symptoms:4}{symptoms:Vomiting blood}{symptoms:4} Pancreatic cancer
492,Neuropathy due to drugs,[{symptoms:Loss of sensation}{symptoms:79}{symptoms:Foot or toe pain}{symptoms:58}{symptoms:Paresthesia}{symptoms:58}{symptoms:Problems with movement}{symptoms:50}{symptoms:Sharp abdominal pain}{symptoms:40}{symptoms:Cough}{symptoms:40}{symptoms:Nausea}{symptoms:25}{symptoms:Weakness}{symptoms:25}{symptoms:Vomiting}{symptoms:25}{symptoms:Facial pain}{symptoms:25}{symptoms:Fatigue}{symptoms:25}{symptoms:Hand or finger pain}{symptoms:25} Neuropathy due to drugs
493,Croup,[{symptoms:Cough}{symptoms:94}{symptoms:Fever}{symptoms:77}{symptoms:Difficulty breathing}{symptoms:66}{symptoms:Nasal congestion}{symptoms:66}{symptoms:Wheezing}{symptoms:50}{symptoms:Shortness of breath}{symptoms:37}{symptoms:Vomiting}{symptoms:32}{symptoms:Sore throat}{symptoms:26}{symptoms:Coryza}{symptoms:24}{symptoms:Hoarse voice}{symptoms:12}{symptoms:Abnormal breathing sounds}{symptoms:10}{symptoms:Pulling at ears}{symptoms:9} Croup
494,Idiopathic excessive menstruation,[{symptoms:Heavy menstrual flow}{symptoms:77}{symptoms:Unpredictable menstruation}{symptoms:33}{symptoms:Pelvic pain}{symptoms:30}{symptoms:Sharp abdominal pain}{symptoms:30}{symptoms:Painful menstruation}{symptoms:28}{symptoms:Long menstrual periods}{symptoms:23}{symptoms:Intermenstrual bleeding}{symptoms:17}{symptoms:Blood clots during menstrual periods}{symptoms:16}{symptoms:Frequent menstruation}{symptoms:13}{symptoms:Cramps and spasms}{symptoms:12}{symptoms:Vaginal discharge}{symptoms:9}{symptoms:Involuntary urination}{symptoms:8} Idiopathic excessive menstruation
495,Amblyopia,[{symptoms:Diminished vision}{symptoms:70}{symptoms:Eye deviation}{symptoms:33}{symptoms:Pain in eye}{symptoms:23}{symptoms:Foreign body sensation in eye}{symptoms:11}{symptoms:Cross-eyed}{symptoms:11}{symptoms:Spots or clouds in vision}{symptoms:11}{symptoms:Pus draining from ear}{symptoms:6}{symptoms:White discharge from eye}{symptoms:6}{symptoms:Neck stiffness or tightness}{symptoms:6}{symptoms:Abnormal movement of eyelid}{symptoms:6}{symptoms:Itchiness of eye}{symptoms:6}{symptoms:Eye moves abnormally}{symptoms:6} Amblyopia
496,Meckel diverticulum,[{symptoms:Upper abdominal pain}{symptoms:91}{symptoms:Lower abdominal pain}{symptoms:91}{symptoms:Knee lump or mass}{symptoms:20}{symptoms:Excessive growth}{symptoms:20}{symptoms:Pelvic pressure}{symptoms:20}{symptoms:Vulvar sore}{symptoms:20}{symptoms:Loss of sex drive}{symptoms:20}{symptoms:Bedwetting}{symptoms:20}{symptoms:Neck cramps or spasms}{symptoms:20}{symptoms:Shoulder swelling}{symptoms:20}{symptoms:Eye strain}{symptoms:20}{symptoms:Joint stiffness or tightness}{symptoms:20} Meckel diverticulum
497,Dislocation of the wrist,[{symptoms:Arm pain}{symptoms:68}{symptoms:Elbow pain}{symptoms:58}{symptoms:Hand or finger swelling}{symptoms:58}{symptoms:Hand or finger pain}{symptoms:58}{symptoms:Depression}{symptoms:40}{symptoms:Arm stiffness or tightness}{symptoms:40}{symptoms:Wrist pain}{symptoms:40}{symptoms:Elbow weakness}{symptoms:3}{symptoms:Wrist weakness}{symptoms:3}{symptoms:Eye strain}{symptoms:3}{symptoms:Feeling hot and cold}{symptoms:3}{symptoms:Nailbiting}{symptoms:3} Dislocation of the wrist
498,Ear drum damage,[{symptoms:Ear pain}{symptoms:80}{symptoms:Diminished hearing}{symptoms:60}{symptoms:Fluid in ear}{symptoms:43}{symptoms:Redness in ear}{symptoms:41}{symptoms:Bleeding from ear}{symptoms:30}{symptoms:Nasal congestion}{symptoms:28}{symptoms:Cough}{symptoms:25}{symptoms:Plugged feeling in ear}{symptoms:22}{symptoms:Ringing in ear}{symptoms:16}{symptoms:Pulling at ears}{symptoms:13}{symptoms:Pus draining from ear}{symptoms:9}{symptoms:Flu-like syndrome}{symptoms:9} Ear drum damage
499,Erectile dysfunction,[{symptoms:Impotence}{symptoms:84}{symptoms:Retention of urine}{symptoms:28}{symptoms:Symptoms of prostate}{symptoms:23}{symptoms:Frequent urination}{symptoms:22}{symptoms:Blood in urine}{symptoms:16}{symptoms:Pain in testicles}{symptoms:14}{symptoms:Loss of sex drive}{symptoms:12}{symptoms:Excessive urination at night}{symptoms:11}{symptoms:Involuntary urination}{symptoms:7}{symptoms:Premature ejaculation}{symptoms:7}{symptoms:Penis pain}{symptoms:7}{symptoms:Pain during intercourse}{symptoms:6} Erectile dysfunction
500,Temporary or benign blood in urine,[{symptoms:Blood in urine}{symptoms:89}{symptoms:Sharp abdominal pain}{symptoms:40}{symptoms:Side pain}{symptoms:35}{symptoms:Painful urination}{symptoms:35}{symptoms:Retention of urine}{symptoms:32}{symptoms:Suprapubic pain}{symptoms:31}{symptoms:Back pain}{symptoms:29}{symptoms:Frequent urination}{symptoms:25}{symptoms:Lower abdominal pain}{symptoms:17}{symptoms:Involuntary urination}{symptoms:14}{symptoms:Symptoms of bladder}{symptoms:8}{symptoms:Regurgitation}{symptoms:6} Temporary or benign blood in urine
501,Kidney disease due to longstanding hypertension,[{symptoms:Shortness of breath}{symptoms:31}{symptoms:Symptoms of the kidneys}{symptoms:24}{symptoms:Difficulty speaking}{symptoms:3}{symptoms:Incontinence of stool}{symptoms:2}{symptoms:Foot or toe cramps or spasms}{symptoms:2}{symptoms:Unusual color or odor to urine}{symptoms:2}{symptoms:Excessive appetite}{symptoms:2}{symptoms:Polyuria}{symptoms:2}{symptoms:Too little hair}{symptoms:2}{symptoms:Stuttering or stammering}{symptoms:2}{symptoms:Feeling cold}{symptoms:2} Kidney disease due to longstanding hypertension
502,Chondromalacia of the patella,[{symptoms:Knee pain}{symptoms:95}{symptoms:Leg pain}{symptoms:26}{symptoms:Knee swelling}{symptoms:22}{symptoms:Knee stiffness or tightness}{symptoms:17}{symptoms:Problems with movement}{symptoms:17}{symptoms:Knee weakness}{symptoms:12}{symptoms:Joint pain}{symptoms:12}{symptoms:Elbow pain}{symptoms:12}{symptoms:Bones are painful}{symptoms:7} Chondromalacia of the patella
503,Onychomycosis,[{symptoms:Skin rash}{symptoms:66}{symptoms:Irregular appearing nails}{symptoms:61}{symptoms:Foot or toe pain}{symptoms:41}{symptoms:Abnormal appearing skin}{symptoms:28}{symptoms:Diaper rash}{symptoms:28}{symptoms:Itching of skin}{symptoms:21}{symptoms:Skin growth}{symptoms:21}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:11}{symptoms:Skin irritation}{symptoms:10}{symptoms:Skin swelling}{symptoms:10}{symptoms:Skin on leg or foot looks infected}{symptoms:6}{symptoms:Too little hair}{symptoms:4} Onychomycosis
504,Urethral disorder,[{symptoms:Painful urination}{symptoms:61}{symptoms:Involuntary urination}{symptoms:58}{symptoms:Retention of urine}{symptoms:55}{symptoms:Frequent urination}{symptoms:52}{symptoms:Sharp abdominal pain}{symptoms:52}{symptoms:Suprapubic pain}{symptoms:34}{symptoms:Vomiting}{symptoms:28}{symptoms:Pelvic pain}{symptoms:28}{symptoms:Blood in urine}{symptoms:28}{symptoms:Symptoms of bladder}{symptoms:20}{symptoms:Side pain}{symptoms:20}{symptoms:Abusing alcohol}{symptoms:11} Urethral disorder
505,Lyme disease,[{symptoms:Fever}{symptoms:49}{symptoms:Skin rash}{symptoms:46}{symptoms:Headache}{symptoms:46}{symptoms:Fatigue}{symptoms:42}{symptoms:Abnormal appearing skin}{symptoms:37}{symptoms:Loss of sensation}{symptoms:26}{symptoms:Depressive or psychotic symptoms}{symptoms:26}{symptoms:Joint pain}{symptoms:19}{symptoms:Chills}{symptoms:19}{symptoms:Hip pain}{symptoms:19}{symptoms:Hand or finger pain}{symptoms:19}{symptoms:Symptoms of the face}{symptoms:10} Lyme disease
506,Iron deficiency anemia,[{symptoms:Fatigue}{symptoms:39}{symptoms:Weakness}{symptoms:28}{symptoms:Dizziness}{symptoms:25}{symptoms:Heavy menstrual flow}{symptoms:15}{symptoms:Rectal bleeding}{symptoms:13}{symptoms:Blood in stool}{symptoms:9}{symptoms:Weight gain}{symptoms:8}{symptoms:Melena}{symptoms:6}{symptoms:Heartburn}{symptoms:6}{symptoms:Regurgitation}{symptoms:5}{symptoms:Intermenstrual bleeding}{symptoms:3}{symptoms:Absence of menstruation}{symptoms:3} Iron deficiency anemia
507,Acute respiratory distress syndrome (ARDS),[{symptoms:Shortness of breath}{symptoms:84}{symptoms:Difficulty breathing}{symptoms:72}{symptoms:Cough}{symptoms:45}{symptoms:Sharp chest pain}{symptoms:39}{symptoms:Depressive or psychotic symptoms}{symptoms:35}{symptoms:Fever}{symptoms:32}{symptoms:Wheezing}{symptoms:20}{symptoms:Hurts to breath}{symptoms:11}{symptoms:Chest tightness}{symptoms:11}{symptoms:Chills}{symptoms:9}{symptoms:Coughing up sputum}{symptoms:9}{symptoms:Congestion in chest}{symptoms:9} Acute respiratory distress syndrome (ARDS)
508,Toxic multinodular goiter,[{symptoms:Fatigue}{symptoms:27}{symptoms:Abnormal involuntary movements}{symptoms:19}{symptoms:Double vision}{symptoms:15}{symptoms:Sweating}{symptoms:15}{symptoms:Involuntary urination}{symptoms:11}{symptoms:Abnormal movement of eyelid}{symptoms:11}{symptoms:Foreign body sensation in eye}{symptoms:11}{symptoms:Spots or clouds in vision}{symptoms:6}{symptoms:Leg cramps or spasms}{symptoms:6}{symptoms:Irregular heartbeat}{symptoms:6}{symptoms:Sinus congestion}{symptoms:6}{symptoms:Neck swelling}{symptoms:6} Toxic multinodular goiter
509,Open wound of the finger,[{symptoms:Hand or finger pain}{symptoms:28}{symptoms:Hand or finger swelling}{symptoms:11}{symptoms:Skin on arm or hand looks infected}{symptoms:4}{symptoms:Hand or finger stiffness or tightness}{symptoms:2} Open wound of the finger
510,Autonomic nervous system disorder,[{symptoms:Leg pain}{symptoms:52}{symptoms:Loss of sensation}{symptoms:37}{symptoms:Headache}{symptoms:37}{symptoms:Skin lesion}{symptoms:37}{symptoms:Back pain}{symptoms:31}{symptoms:Fainting}{symptoms:31}{symptoms:Dizziness}{symptoms:31}{symptoms:Fatigue}{symptoms:31}{symptoms:Pupils unequal}{symptoms:23}{symptoms:Decreased appetite}{symptoms:23}{symptoms:Peripheral edema}{symptoms:13}{symptoms:Difficulty in swallowing}{symptoms:13} Autonomic nervous system disorder
511,Psychosexual disorder,[{symptoms:Impotence}{symptoms:66}{symptoms:Premature ejaculation}{symptoms:54}{symptoms:Loss of sex drive}{symptoms:49}{symptoms:Depression}{symptoms:39}{symptoms:Knee pain}{symptoms:39}{symptoms:Pain during intercourse}{symptoms:32}{symptoms:Fatigue}{symptoms:24}{symptoms:Fears and phobias}{symptoms:14}{symptoms:Problems with orgasm}{symptoms:14}{symptoms:Muscle pain}{symptoms:14}{symptoms:Involuntary urination}{symptoms:14}{symptoms:Symptoms of prostate}{symptoms:14} Psychosexual disorder
512,Anemia,[{symptoms:Fatigue}{symptoms:32}{symptoms:Weakness}{symptoms:28}{symptoms:Dizziness}{symptoms:27}{symptoms:Shortness of breath}{symptoms:26}{symptoms:Nosebleed}{symptoms:8}{symptoms:Heavy menstrual flow}{symptoms:8}{symptoms:Melena}{symptoms:4}{symptoms:Unpredictable menstruation}{symptoms:3}{symptoms:Vomiting blood}{symptoms:3}{symptoms:Changes in stool appearance}{symptoms:2}{symptoms:Recent pregnancy}{symptoms:2}{symptoms:Too little hair}{symptoms:2} Anemia
513,Tendinitis,[{symptoms:Hip pain}{symptoms:61}{symptoms:Shoulder pain}{symptoms:54}{symptoms:Knee pain}{symptoms:53}{symptoms:Wrist pain}{symptoms:48}{symptoms:Foot or toe pain}{symptoms:46}{symptoms:Hand or finger pain}{symptoms:45}{symptoms:Leg pain}{symptoms:40}{symptoms:Elbow pain}{symptoms:35}{symptoms:Ankle pain}{symptoms:35}{symptoms:Arm pain}{symptoms:31}{symptoms:Hand or finger swelling}{symptoms:11}{symptoms:Joint pain}{symptoms:11} Tendinitis
514,Common cold,[{symptoms:Cough}{symptoms:85}{symptoms:Sore throat}{symptoms:82}{symptoms:Fever}{symptoms:78}{symptoms:Nasal congestion}{symptoms:69}{symptoms:Coryza}{symptoms:48}{symptoms:Ear pain}{symptoms:44}{symptoms:Headache}{symptoms:36}{symptoms:Vomiting}{symptoms:34}{symptoms:Wheezing}{symptoms:16}{symptoms:Congestion in chest}{symptoms:12}{symptoms:Chills}{symptoms:12}{symptoms:Flu-like syndrome}{symptoms:11} Common cold
515,Amyotrophic lateral sclerosis (ALS),[{symptoms:Weakness}{symptoms:58}{symptoms:Leg weakness}{symptoms:42}{symptoms:Difficulty speaking}{symptoms:42}{symptoms:Problems with movement}{symptoms:37}{symptoms:Abnormal involuntary movements}{symptoms:37}{symptoms:Back pain}{symptoms:37}{symptoms:Difficulty in swallowing}{symptoms:30}{symptoms:Hand or finger weakness}{symptoms:30}{symptoms:Leg pain}{symptoms:30}{symptoms:Muscle weakness}{symptoms:22}{symptoms:Fatigue}{symptoms:22}{symptoms:Leg cramps or spasms}{symptoms:22} Amyotrophic lateral sclerosis (ALS)
516,Central retinal artery or vein occlusion,[{symptoms:Diminished vision}{symptoms:83}{symptoms:Blindness}{symptoms:37}{symptoms:Spots or clouds in vision}{symptoms:34}{symptoms:Symptoms of eye}{symptoms:34}{symptoms:Pain in eye}{symptoms:20}{symptoms:Foreign body sensation in eye}{symptoms:14}{symptoms:Elbow pain}{symptoms:8}{symptoms:Irregular heartbeat}{symptoms:8}{symptoms:Eye deviation}{symptoms:8}{symptoms:Double vision}{symptoms:8} Central retinal artery or vein occlusion
517,Paroxysmal supraventricular tachycardia,[{symptoms:Palpitations}{symptoms:72}{symptoms:Sharp chest pain}{symptoms:70}{symptoms:Increased heart rate}{symptoms:67}{symptoms:Irregular heartbeat}{symptoms:50}{symptoms:Shortness of breath}{symptoms:48}{symptoms:Dizziness}{symptoms:42}{symptoms:Weakness}{symptoms:21}{symptoms:Chest tightness}{symptoms:15}{symptoms:Symptoms of the face}{symptoms:8}{symptoms:Sweating}{symptoms:8}{symptoms:Bladder mass}{symptoms:8}{symptoms:Involuntary urination}{symptoms:8} Paroxysmal supraventricular tachycardia
518,Venous insufficiency,[{symptoms:Skin lesion}{symptoms:63}{symptoms:Leg swelling}{symptoms:34}{symptoms:Leg pain}{symptoms:34}{symptoms:Peripheral edema}{symptoms:34}{symptoms:Abnormal appearing skin}{symptoms:17}{symptoms:Leg cramps or spasms}{symptoms:7}{symptoms:Fluid retention}{symptoms:6}{symptoms:Lymphedema}{symptoms:5}{symptoms:Skin on leg or foot looks infected}{symptoms:4}{symptoms:Ankle swelling}{symptoms:4}{symptoms:Poor circulation}{symptoms:1}{symptoms:Burning chest pain}{symptoms:1} Venous insufficiency
519,Trichomonas infection,[{symptoms:Vaginal discharge}{symptoms:74}{symptoms:Sharp abdominal pain}{symptoms:69}{symptoms:Vomiting}{symptoms:35}{symptoms:Pelvic pain}{symptoms:35}{symptoms:Painful urination}{symptoms:35}{symptoms:Nausea}{symptoms:32}{symptoms:Lower abdominal pain}{symptoms:28}{symptoms:Vaginal itching}{symptoms:25}{symptoms:Burning abdominal pain}{symptoms:25}{symptoms:Side pain}{symptoms:21}{symptoms:Pain during pregnancy}{symptoms:21}{symptoms:Unpredictable menstruation}{symptoms:16} Trichomonas infection
520,Acne,[{symptoms:Acne or pimples}{symptoms:94}{symptoms:Skin rash}{symptoms:38}{symptoms:Abnormal appearing skin}{symptoms:21}{symptoms:Skin moles}{symptoms:20}{symptoms:Skin swelling}{symptoms:17}{symptoms:Skin growth}{symptoms:13}{symptoms:Warts}{symptoms:10}{symptoms:Skin dryness;peeling;scaliness;or roughness}{symptoms:10}{symptoms:Too little hair}{symptoms:4}{symptoms:Irregular appearing scalp}{symptoms:4}{symptoms:Nose deformity}{symptoms:3}{symptoms:Long menstrual periods}{symptoms:3} Acne
521,Depression,[{symptoms:Depression}{symptoms:81}{symptoms:Depressive or psychotic symptoms}{symptoms:57}{symptoms:Anxiety and nervousness}{symptoms:53}{symptoms:Insomnia}{symptoms:23}{symptoms:Abusing alcohol}{symptoms:13}{symptoms:Drug abuse}{symptoms:11}{symptoms:Delusions or hallucinations}{symptoms:10}{symptoms:Excessive anger}{symptoms:8}{symptoms:Disturbance of memory}{symptoms:7}{symptoms:Low self-esteem}{symptoms:7}{symptoms:Hostile behavior}{symptoms:6}{symptoms:Temper problems}{symptoms:5} Depression
